Female_genotype,Species,DTS,DTA,PH,EH,EN,BW,BL,SL,SPAD1,SPAD1_Date,Species,SPAD2_Date,Leaf_Auringle,ST,StPu,StPi,Kinki,Prolif,NBR,LI_COR,LI_COR_Date,SCiO,SCiO_Date
Zdip-CIM10003_P3_P1_P1_P1.1.1.1,Zdip,7/2/23,7/1/23,206,70,2,6.4,53.5,14.7,47.4,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,36.5,8/5/23,NA,NA
Chal-JSG-Y-RMM-463_P2_P1_P4_P1.2.1.1,Chal,6/27/23,6/27/23,115,57,4,6,43.1,11.8,46.5,7/17/23,Chal,1/0/1900,in FB (pickles),N,Y,N,NA,NA,1,31.1,8/1/23,NA,NA
Zdip-CIM10003_P2_P1_P3_P1.3.1.1,Zdip,7/1/23,6/30/23,137,53,2,6.8,51.1,12,48.5,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,46.3,8/3/23,NA,NA
Bals-JSG-RMM-LCL-539_P3_P1_P3_P2.1.1.1,Bals,6/30/23,6/30/23,168,53,3,6,54,13.1,15.6,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,NA,23.3,8/3/23,NA,NA
Zdip-JLVTKV-719_P2_P1_P1_P1.5.1.1,Zdip,7/8/23,7/5/23,215,61,3,9.1,66.9,14.4,61.2,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,35.9,8/15/23,NA,NA
Chal-JSG-JMHC-631_P2_P1_P1_P1.3.1.1,Chal,7/1/23,6/30/23,113,32,2,5.7,46.6,12,34.2,7/17/23,Chal,1/0/1900,in FB (pickles),N,Y,Y,NA,NA,0,14.3,8/3/23,NA,NA
Zdip-CIM10003_P3_P1_P2_P1.4.1.1,Zdip,7/4/23,7/5/23,173,58,3,8.6,61.5,12.4,60,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,41.1,8/7/23,NA,NA
B73,B73,7/1/23,6/30/23,191,65,3,8.6,60.5,13,57.3,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,41.4,8/5/23,NA,NA
Chal-JSG-JMHC-631_P2_P1_P2_P1.2.1.1,Chal,7/1/23,6/30/23,193,65,4,8.3,59.9,14,62.4,7/17/23,Chal,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,49.7,8/5/23,NA,NA
B73,B73,7/4/23,7/1/23,170,60,2,6.7,50.5,12.8,53,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,40.8,8/7/23,NA,NA
Zlux-FAC--P-87_P1_P1_P5_P2.4.1.1,Zlux,7/7/23,7/5/23,176,63,2,8.1,61.5,15.5,57.5,7/17/23,Zlux,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,24.3,8/10/23,NA,NA
Bals-RMM-11_P2_P1_P4_P1.2.1.1,Bals,7/7/23,7/5/23,178,67,3,6.5,54,13.8,48.1,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,27.1,8/10/23,NA,NA
Bals-JSG-LCL-704_P2_P1_P3_P1.1.1.1,Bals,6/26/23,6/29/23,185,72,8,6.3,49.6,13.8,48.1,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,58.9,7/31/23,NA,NA
Dura-JSG-Y-RMM-429_P2_P1_P3_P4.2.1.1,Dura,7/4/23,7/1/23,193,72,3,9.1,54.2,14.4,59.2,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,19.1,8/7/23,NA,NA
Mesa-JSG-Y-LOS-75_P2_P1_P4_P1.1.1.1,Mesa,7/4/23,7/1/23,245,91,2,9.6,70.3,14.5,60.7,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,39.5,8/7/23,NA,NA
Chal-JSG-JMHC-637_P1_P1_P4_P1.1.1.1,Chal,7/9/23,7/9/23,197,58,1,6,44,15,46,7/17/23,Chal,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,26.3,8/15/23,NA,NA
B73,B73,7/5/23,7/5/23,197,61,2,9.2,67.7,13,61.8,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,50,8/10/23,NA,NA
Zdip-JSG-RMM-LCL-551_P2_P1_P4_P1.1.1.1,Zdip,7/2/23,7/3/23,211,76,2,7.2,57.5,14.5,52.8,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,33.2,8/5/23,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P1_P3.5.1.1,Zdip,7/4/23,7/4/23,201,62,2,7,53.6,13,49.9,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,32.4,8/7/23,NA,NA
Zlux-G3_P3_P1_P1_P1.1.1.1,Zlux,7/1/23,6/28/23,194,60,4,8.6,63,13.4,62.5,7/17/23,Zlux,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,25.6,8/5/23,NA,NA
Bals-JSG-RMM-LCL-534_P1_P1_P4_P1.2.1.1,Bals,7/1/23,7/1/23,195,61,5,9.5,63.7,14.5,61.2,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,22.3,8/5/23,NA,NA
Chal-JSG-JMHC-634_P3_P1_P3_P2.2.1.1,Chal,7/1/23,6/28/23,193,79,3,8.6,62.5,14.5,59.8,7/17/23,Chal,1/0/1900,in FB (pickles),N,Y,N,NA,NA,2,41.6,8/5/23,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P3_P3.1.1.1,Dura,7/1/23,7/1/23,193,70,4,7.5,54.9,12.9,53.2,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,40.4,8/5/23,NA,NA
Chal-CIM11400_P2_P1_P1_P1.1.1.1,Chal,7/1/23,7/1/23,193,73,3,9.6,63.4,14.7,58.6,7/17/23,Chal,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,56.3,8/5/23,NA,NA
Bals-JLHNM-661_P2_P2_P4_P2.1.1.1,Bals,7/1/23,7/1/23,198,76,4,8.1,63.2,14.5,65.6,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,59.9,8/5/23,NA,NA
Chal-JSG-JMHC-614_P1_P1_P2_P1.2.1.1,Chal,7/1/23,7/1/23,200,68,2,8.2,54.1,14.6,52.5,7/17/23,Chal,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,44.3,8/5/23,NA,NA
Mesa-JSG-427_P2_P1_P1_P2.2.1.1,Mesa,7/1/23,7/1/23,169,54,3,7.1,61,12.5,52.5,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,41.3,8/5/23,NA,NA
Zlux-G3_P3_P1_P4_P2.1.1.1,Zlux,7/3/23,7/2/23,195,63,2,8.9,65.8,14.1,58.3,7/17/23,Zlux,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,47.1,8/5/23,NA,NA
Zdip-CIM10003_P3_P1_P4_P1.3.1.1,Zdip,7/1/23,6/29/23,171,66,3,8.6,60.4,14.3,61.6,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,32.7,8/5/23,NA,NA
Bals-JLNCM-649_P4_P1_P2_P2.1.1.1,Bals,7/1/23,6/29/23,196,69,4,8.2,59.5,13.9,58.1,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,26.7,8/5/23,NA,NA
Bals-JSG-467_P2_P1_P1_P1.1.1.1,Bals,6/30/23,6/29/23,198,73,3,7.6,55.6,12.4,61,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,52.6,8/5/23,NA,NA
B73,B73,6/30/23,6/28/23,198,75,3,9.4,71.2,13.6,60.6,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,47.2,8/5/23,NA,NA
Bals-JACV-T-082_P2_P1_P3_P1.2.1.1,Bals,7/2/23,7/1/23,188,65,2,9.9,71,15,61.9,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,53.8,8/5/23,NA,NA
Mesa-JSG-RMM-LCL-536_P1_P1_P4_P1.1.1.1,Mesa,6/30/23,6/28/23,201,86,6,7.8,67.7,14.9,61.1,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,38.4,8/5/23,NA,NA
Chal-JSG-RMM-LCL-476_P2_P1_P4_P1.1.1.1,Chal,6/29/23,6/28/23,165,44,4,9.1,60.5,13.2,56,7/17/23,Chal,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,48.5,8/2/23,NA,NA
Bals-JLNCM-646_P2_P1_P1_P1.2.1.1,Bals,7/1/23,7/2/23,213,85,6,8.2,64.5,13.4,65.1,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,43.4,8/5/23,NA,NA
B73,B73,7/2/23,7/1/23,196,72,2,8.2,61.5,13.3,60.3,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,56,8/5/23,NA,NA
Bals-JSG-LCL-704_P3_P1_P5_P1.2.1.1,Bals,6/30/23,6/29/23,193,65,4,8.1,73.2,14.9,53.7,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,41.6,8/5/23,NA,NA
Mesa-JSG-Y-RMM-440_P3_P1_P4_P1.1.1.1,Mesa,7/2/23,7/1/23,195,72,3,8.4,68.2,14.5,61.2,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,52.3,8/5/23,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P3_P2.4.1.1,Zdip,7/1/23,7/1/23,175,62,2,6.7,60.5,13.4,55.2,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,48.8,8/5/23,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P2_P2.5.1.1,Dura,7/4/23,7/2/23,220,101,3,7.1,56.1,14.7,53.3,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,0,1/0/1900,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P4_P2.3.1.1,Dura,6/29/23,6/28/23,200,65,5,9.1,63.1,12.9,60.8,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,45.9,8/2/23,NA,NA
Bals-JSG-RMM-558_P3_P1_P2_P1.1.1.1,Bals,7/3/23,7/2/23,204,80,3,7.6,53.1,14,60.6,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,39.7,8/5/23,NA,NA
Bals-JSG-Y-LOS-142_P2_P1_P3_P1.1.1.1,Bals,7/1/23,7/1/23,197,65,3,9.7,65.7,14.4,52.1,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,44.9,8/5/23,NA,NA
Bals-JLHNM-664_P3_P1_P2_P1.2.1.1,Bals,7/1/23,6/30/23,173,69,4,9.4,62.3,13.9,51.8,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,Y,NA,NA,2,16.9,8/5/23,NA,NA
B73,B73,7/4/23,7/3/23,180,59,3,8.6,66.2,12.8,59.6,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,43.3,8/7/23,NA,NA
B73,B73,7/1/23,6/30/23,193,76,3,8.8,63.4,13.6,58.4,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,52,8/5/23,NA,NA
Bals-JLNCM-649_P4_P1_P4_P1.2.1.1,Bals,6/30/23,6/28/23,212,90,7,8.2,59,12.4,58.8,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,50.5,8/5/23,NA,NA
Mesa-JACV-T-018_P2_P1_P5_P1.3.1.1,Mesa,6/29/23,6/25/23,165,53,2,7.6,66.6,12.7,54,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,39.3,8/2/23,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P4_P3.1.1.1,Dura,7/4/23,7/2/23,160,60,3,6.5,56.1,12.5,45.7,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,17.1,8/7/23,NA,NA
B73,B73,7/2/23,7/1/23,195,65,3,9.6,64,14,56,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,32.5,8/5/23,NA,NA
Bals-JSG-RMM-LCL-534_P1_P1_P1_P2.1.1.1,Bals,7/4/23,7/2/23,122,85,3,8.1,62,14.5,54.6,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,36,8/7/23,NA,NA
Zdip-JLVTKV-720_P1_P1_P4_P5.3.1.1,Zdip,7/2/23,7/1/23,193,63,2,7.1,52.7,15,53.6,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,43.8,8/5/23,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P1_P3.1.1.1,Zdip,7/1/23,6/27/23,186,76,2,7.8,55.4,15,52.3,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,38.9,8/5/23,NA,NA
Mesa-JSG-LCL-566_P2_P1_P4_P1.1.1.1,Mesa,7/1/23,6/30/23,191,81,5,5.9,53.2,13.8,59.3,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,47.3,8/5/23,NA,NA
B73,B73,7/1/23,6/29/23,184,63,2,9.7,63.3,15.3,60.6,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,22.3,8/5/23,NA,NA
Nabo-JSG-SRV-606_P2_P1_P3_P1.4.1.1,Nabo,6/27/23,6/27/23,139,43,5,6.1,52.8,11,55.2,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,40.5,8/1/23,NA,NA
Zlux-G1_P1_P1_P2_P1.2.1.1,Zlux,7/5/23,7/4/23,215,79,2,9.4,63.6,15,61.3,7/17/23,Zlux,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,50,8/10/23,NA,NA
Bals-JSG-467_P2_P1_P2_P2.2.1.1,Bals,7/3/23,7/1/23,190,68,2,6.4,57,14,50,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,35.6,8/5/23,NA,NA
Nabo-JSG-SRV-604_P2_P1_P3_P1.4.1.1,Nabo,6/28/23,6/28/23,178,65,4,9.9,67.5,14.8,59.2,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,47.4,8/1/23,NA,NA
Zdip-JLVTKV-719_P2_P1_P5_P3.1.1.1,Zdip,7/6/23,7/5/23,189,73,2,9.5,62,13.4,52,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,Y,NA,NA,2,41.6,8/10/23,NA,NA
Nabo-JSG-SRV-604_P3_P1_P5_P4.2.1.1,Nabo,6/26/23,6/25/23,156,38,8,7.1,70,12.4,45.5,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,Y,NA,NA,1,46.3,7/31/23,NA,NA
Bals-JSG-RMM-LCL-523_P1_P1_P2_P2.2.1.1,Bals,6/26/23,6/26/23,195,65,3,7.9,66,14.4,58.3,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,43.6,7/31/23,NA,NA
B73,B73,7/2/23,6/30/23,172,65,2,7.1,61.6,13.8,52.1,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,39.7,8/5/23,NA,NA
Mesa-CIM11365_P2_P2_P3_P1.2.1.1,Mesa,6/27/23,6/26/23,162,65,4,7.7,54.5,14.5,49,7/17/23,Mesa,1/0/1900,in FB (pickles),N,Y,Y,NA,NA,1,31.5,8/1/23,NA,NA
Mesa-CIM11365_P4_P2_P3_P1.1.1.1,Mesa,7/2/23,7/2/23,174,73,2,7.7,55.7,14.5,52.8,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,Y,NA,NA,1,41.8,8/5/23,NA,NA
Mesa-JSG-LCL-689_P2_P1_P3_P1.2.1.1,Mesa,7/2/23,7/2/23,164,80,3,7.6,52.4,13,64.2,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,7.9,8/5/23,NA,NA
Bals-JSG-RMM-LCL-534_P1_P1_P5_P1.1.1.1,Bals,7/2/23,7/1/23,184,72,3,7.2,57.2,14.4,52.6,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,47.8,8/5/23,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P2_P2.2.1.1,Dura,6/28/23,6/27/23,175,65,3,7.6,54,14.8,60.2,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,23.5,8/1/23,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P1_P1.2.1.1,Dura,7/3/23,7/1/23,162,60,4,7.5,63,12.9,50.8,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,0,1/0/1900,NA,NA
Zdip-JLVTKV-719_P2_P1_P5_P5.2.1.1,Zdip,6/30/23,6/28/23,180,63,4,8.6,58,13,62.6,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,51.4,8/5/23,NA,NA
Bals-JSG-LCL-JR-P-702_P4_P1_P1_P1.2.1.1,Bals,7/2/23,6/30/23,171,55,2,6.5,56,12.8,54.1,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,41.2,8/5/23,NA,NA
B73,B73,7/4/23,7/2/23,192,73,3,8.5,62,13,64.1,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,32,8/7/23,NA,NA
Zdip-JSG-RMM-LCL-551_P2_P1_P1_P1.1.1.1,Zdip,7/1/23,6/28/23,193,70,2,8.6,62.1,13.9,56.9,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,49,8/5/23,NA,NA
Bals-JSG-RMM-LCL-474_P2_P1_P5_P1.1.1.1,Bals,7/4/23,7/3/23,175,91,3,7.7,52.1,12.8,65.4,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,31.5,8/7/23,NA,NA
Nabo-JSG-SRV-604_P2_P1_P4_P1.3.1.1,Nabo,6/27/23,6/26/23,175,63,2,7.8,58.7,13.1,63.5,7/17/23,Nabo,1/0/1900,in FB (pickles),N,Y,Y,NA,NA,1,47.5,8/1/23,NA,NA
Zlux-G3_P3_P1_P5_P1.4.1.1,Zlux,7/4/23,7/4/23,193,40,2,8.9,66.7,16.1,57.2,7/17/23,Zlux,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,35.9,8/7/23,NA,NA
Bals-JSG-LCL-704_P3_P1_P1_P1.2.1.1,Bals,7/1/23,7/1/23,172,65,3,7.9,64,13,51.5,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,31.8,8/5/23,NA,NA
Nabo-JSG-SRV-604_P3_P1_P5_P1.4.1.1,Nabo,7/6/23,7/5/23,154,60,2,7.4,56.7,12.6,53.7,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,22.7,8/10/23,NA,NA
Nabo-JSG-SRV-604_P3_P1_P3_P2.1.1.1,Nabo,7/3/23,6/29/23,165,60,3,8,62.9,14.1,54.1,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,13.9,8/5/23,NA,NA
Zlux-G3_P3_P1_P3_P2.4.1.1,Zlux,7/4/23,7/2/23,194,80,4,10.1,69.6,13.4,63.5,7/17/23,Zlux,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,45.3,8/7/23,NA,NA
Zdip-JLVTKV-719_P2_P1_P1_P2.2.1.1,Zdip,7/8/23,7/5/23,155,50,1,6.2,50.1,13.5,46.7,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,27.3,8/15/23,NA,NA
Zdip-CIM10003_P3_P1_P2_P5.3.1.1,Zdip,6/29/23,6/28/23,191,63,2,8,63.1,13.9,57.9,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,46.9,8/2/23,NA,NA
Bals-JLNCM-654_P1_P1_P5_P1.2.1.1,Bals,7/5/23,7/2/23,194,92,3,6.5,60.1,13.1,48.7,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,7.3,8/10/23,NA,NA
Bals-JSG-LCL-674_P3_P1_P2_P1.1.1.1,Bals,7/1/23,6/29/23,185,64,2,8.3,57.5,14,60.3,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,46.9,8/5/23,NA,NA
Zdip-CIM10003_P2_P1_P2_P1.3.1.1,Zdip,7/1/23,6/29/23,180,55,3,8.5,64,14.3,56.6,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,9,8/5/23,NA,NA
B73,B73,6/30/23,6/30/23,180,71,2,7,53.1,12.6,51.5,7/17/23,B73,1/0/1900,in FB (pickles),N,N,Y,NA,NA,1,45.5,8/5/23,NA,NA
Dura-JSG-Y-RMM-429_P2_P1_P5_P3.2.1.1,Dura,6/26/23,6/26/23,201,92,4,7.3,53.3,14.4,65,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,51.1,7/31/23,NA,NA
Hueh-H2_P4_P1_P2_P1.1.1.1,Hueh,7/6/23,7/5/23,220,83,4,7.9,53.4,16,54.6,7/17/23,Hueh,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,31.3,8/10/23,NA,NA
Bals-JSG-RMM-LCL-546_P3_P1_P4_P1.3.1.1,Bals,7/5/23,7/5/23,201,60,1,7.2,63.6,16,46.9,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,38.6,8/10/23,NA,NA
Bals-JSG-RMM-558_P3_P1_P1_P1.2.1.1,Bals,7/2/23,7/2/23,171,45,1,7.4,55.5,12.9,56.4,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,38.3,8/5/23,NA,NA
Mesa-JSG-LCL-JGRF-586_P1_P2_P2_P2.2.1.1,Mesa,7/3/23,7/1/23,164,60,2,6.9,52.3,12.5,48.3,7/17/23,Mesa,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,24.2,8/5/23,NA,NA
Bals-JSG-RMM-LCL-524_P2_P1_P5_P1.2.1.1,Bals,7/2/23,7/2/23,183,70,2,8.9,68.8,13,66.5,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,11.8,8/5/23,NA,NA
Bals-JSG-RMM-LCL-546_P3_P1_P1_P1.1.1.1,Bals,7/1/23,7/3/23,211,85,4,7.6,54.5,14.6,57.3,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,56.2,8/5/23,NA,NA
Bals-JACV-T-082_P2_P1_P2_P1.2.1.1,Bals,7/1/23,7/1/23,154,63,2,7.8,61.1,12.8,67.5,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,53.6,8/5/23,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P3_P2.1.1.1,Dura,6/29/23,6/28/23,165,60,3,9.1,64.5,12,59,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,38.7,8/2/23,NA,NA
Bals-JLNCM-657_P4_P1_P2_P1.1.1.1,Bals,7/7/23,7/4/23,220,95,2,7.1,55,14.3,59.7,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,22.5,8/10/23,NA,NA
Nabo-JSG-SRV-604_P3_P1_P3_P3.1.1.1,Nabo,7/3/23,7/1/23,214,83,2,9.4,66.8,15,60.9,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,55.4,8/5/23,NA,NA
B73,B73,7/2/23,7/2/23,184,74,3,7.3,58.1,14,58.8,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,45.4,8/5/23,NA,NA
Bals-JLHNM-661_P2_P2_P2_P1.2.1.1,Bals,7/7/23,7/5/23,193,80,2,10.1,69.6,12.5,72,7/17/23,Bals,1/0/1900,in FB (pickles),N,Y,Y,NA,NA,2,51.2,8/10/23,NA,NA
Bals-JSG-RMM-LCL-539_P3_P1_P3_P2.2.1.1,Bals,7/1/23,6/30/23,190,73,3,7.6,62,15,54.9,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,2,42.4,8/5/23,NA,NA
Zdip-JLVTKV-719_P2_P1_P4_P5.2.1.1,Zdip,7/5/23,7/5/23,184,60,2,8,61.7,13,48.4,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,27.1,8/10/23,NA,NA
Zdip-JLVTKV-720_P1_P1_P3_P2.2.1.1,Zdip,6/30/23,6/30/23,184,70,4,8.7,64.2,14.3,53.9,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,46.4,8/5/23,NA,NA
Zdip-CIM10003_P2_P1_P3_P4.2.1.1,Zdip,7/1/23,7/1/23,201,73,2,9.1,60,13,62.9,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,Y,NA,NA,1,0,1/0/1900,NA,NA
Bals-JSG-RMM-LCL-474_P2_P1_P2_P1.2.1.1,Bals,6/30/23,6/27/23,191,73,3,9.5,65.9,14,58.6,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,49,8/5/23,NA,NA
Bals-JSG-Y-RMM-458_P1_P1_P5_P1.2.1.1,Bals,7/5/23,7/1/23,193,70,2,7.9,60.3,13.9,51.8,7/17/23,Bals,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,37.6,8/10/23,NA,NA
Nabo-JSG-SRV-604_P2_P1_P4_P1.2.1.1,Nabo,6/30/23,6/30/23,133,53,4,8.5,52.2,11.5,53.5,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,46.2,8/5/23,NA,NA
Hueh-H2_P4_P1_P5_P1.3.1.1,Hueh,7/6/23,7/6/23,210,80,2,8.1,62.9,13.1,58.2,7/17/23,Hueh,1/0/1900,in FB (pickles),N,N,N,NA,NA,3,12.1,8/10/23,NA,NA
B73,B73,7/5/23,7/2/23,174,65,2,7.2,55.3,12.4,59.3,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,42.4,8/10/23,NA,NA
Zdip-CIM10003_P3_P1_P3_P2.2.1.1,Zdip,7/1/23,6/30/23,220,95,3,8,58,14.1,55.5,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,N,NA,NA,1,45.6,8/5/23,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P1_P2.2.1.1,Dura,7/4/23,7/2/23,185,73,2,6.8,57.6,14.4,51.7,7/17/23,Dura,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,34.1,8/7/23,NA,NA
B73,B73,7/4/23,7/2/23,175,63,2,7.4,60.3,12.7,59.9,7/17/23,B73,1/0/1900,in FB (pickles),N,N,N,NA,NA,0,36.5,8/7/23,NA,NA
Nabo-JSG-SRV-606_P2_P1_P3_P3.3.1.1,Nabo,7/1/23,6/27/23,183,53,3,6.6,46.1,15,60.5,7/17/23,Nabo,1/0/1900,in FB (pickles),N,N,Y,NA,NA,0,39.1,8/5/23,NA,NA
Zdip-CIM10003_P2_P1_P3_P1.5.1.1,Zdip,6/30/23,6/30/23,180,75,2,7.4,54.6,15,49.7,7/17/23,Zdip,1/0/1900,in FB (pickles),N,N,Y,NA,NA,0,2.9,8/5/23,NA,NA
